대상_관광지,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,11순위,12순위,13순위,14순위,15순위,16순위,17순위,18순위,19순위,20순위,21순위,22순위,23순위,24순위,25순위,26순위,27순위,28순위,29순위,30순위,31순위,32순위,33순위,34순위,35순위,36순위,37순위,38순위,39순위,40순위,41순위,42순위,43순위,44순위,45순위,46순위,47순위,48순위,49순위,50순위,51순위,52순위,53순위,54순위,55순위,56순위,57순위,58순위,59순위,60순위,61순위,62순위,63순위,64순위,65순위,66순위,67순위,68순위,69순위,70순위,71순위,72순위
부산어촌민속관,벡스코(0.4756),사상인디스테이션(0.3379),용호만유람선(0.2744),동아대석당박물관(0.2198),부산박물관(0.1972),낙동강하구에코센터(0.1966),부산치유의숲(0.1950),태종대(0.1692),안데르센동화마을(0.1634),광안대교(0.1612),을숙도(0.1464),국립해양박물관(0.1442),장산(0.1415),광안대교sup(0.1406),해운대블루라인파크(0.1337),더베이101(0.1290),아미산전망대(0.1287),아미르공원(0.1237),문화빙상센터(0.1224),금정산성(0.1206),깡깡이예술마을(0.1190),삼락생태공원(0.1137),대저생태공원(0.1136),화명생태공원(0.1085),용두산공원(0.1024),이기대도시자연공원(0.0983),구덕운동장(0.0888),전포카페거리(0.0880),강서체육공원(0.0840),구덕야영장(0.0832),황령산(0.0757),송도용궁구름다리(0.0754),부산항대교(0.0717),누리마루(0.0680),장안사(0.0642),영도대교(0.0559),범어사(0.0477),금강공원(0.0455),동래읍성(0.0448),오륙도스카이워크(0.0430),부네치아(0.0339),영화의전당(0.0263),감천문화마을(0.0217),UN공원(0.0151),다대포해수욕장(0.0148),송상현광장(0.0030),서동미로시장(-0.0000),호천마을(-0.0049),초량이바구길(-0.0124),맥도생태공원(-0.0128),자갈치시장(-0.0132),절영해안산책로(-0.0135),성지곡수원지(-0.0149),회동수원지(-0.0150),남항대교(-0.0153),흰여울문화마을(-0.0198),국제시장(-0.0205),송도해수욕장(-0.0210),상해거리(-0.0255),비프광장(-0.0269),아홉산숲(-0.0313),보수동책방골목(-0.0343),부산프리미엄아울렛(-0.0398),동래온천(-0.0409),다대포꿈의낙조분수(-0.0675),임랑해수욕장(-0.0707),야구등대(-0.0740),해운대해수욕장(-0.0751),일광해수욕장(-0.1045),송정해수욕장(-0.1091),부전마켓타운(-0.1424),구포시장(-0.1527)
부산치유의숲,금강공원(0.2134),사상인디스테이션(0.2022),부산어촌민속관(0.1950),구덕야영장(0.1869),안데르센동화마을(0.1709),성지곡수원지(0.1545),부산박물관(0.1466),벡스코(0.1247),장산(0.1245),이기대도시자연공원(0.1113),국립해양박물관(0.1025),강서체육공원(0.0972),장안사(0.0924),흰여울문화마을(0.0905),해운대블루라인파크(0.0879),서동미로시장(0.0787),아홉산숲(0.0742),더베이101(0.0711),낙동강하구에코센터(0.0638),태종대(0.0562),감천문화마을(0.0538),영도대교(0.0505),비프광장(0.0488),초량이바구길(0.0394),구포시장(0.0326),오륙도스카이워크(0.0277),영화의전당(0.0265),부네치아(0.0257),동아대석당박물관(0.0239),아미산전망대(0.0229),화명생태공원(0.0221),송도용궁구름다리(0.0140),구덕운동장(0.0125),깡깡이예술마을(0.0107),절영해안산책로(0.0065),범어사(0.0022),송정해수욕장(-0.0042),아미르공원(-0.0067),보수동책방골목(-0.0073),문화빙상센터(-0.0091),다대포꿈의낙조분수(-0.0094),자갈치시장(-0.0113),부전마켓타운(-0.0144),황령산(-0.0231),국제시장(-0.0278),전포카페거리(-0.0279),대저생태공원(-0.0329),회동수원지(-0.0343),부산항대교(-0.0401),다대포해수욕장(-0.0447),금정산성(-0.0451),임랑해수욕장(-0.0483),부산프리미엄아울렛(-0.0522),용호만유람선(-0.0527),용두산공원(-0.0556),남항대교(-0.0631),광안대교sup(-0.0647),동래읍성(-0.0693),야구등대(-0.0724),삼락생태공원(-0.0782),해운대해수욕장(-0.0814),일광해수욕장(-0.0912),광안대교(-0.0971),동래온천(-0.0991),UN공원(-0.0991),호천마을(-0.1003),송도해수욕장(-0.1233),누리마루(-0.1373),을숙도(-0.1507),송상현광장(-0.1596),상해거리(-0.1633),맥도생태공원(-0.2809)
부산프리미엄아울렛,안데르센동화마을(0.2581),동래온천(0.2521),용두산공원(0.1503),대저생태공원(0.1305),화명생태공원(0.1262),태종대(0.1188),다대포꿈의낙조분수(0.1088),문화빙상센터(0.1023),국립해양박물관(0.1023),전포카페거리(0.0805),구덕운동장(0.0767),동아대석당박물관(0.0666),해운대해수욕장(0.0632),광안대교(0.0522),성지곡수원지(0.0487),광안대교sup(0.0430),장산(0.0428),호천마을(0.0418),부산항대교(0.0369),오륙도스카이워크(0.0360),상해거리(0.0333),해운대블루라인파크(0.0296),송정해수욕장(0.0290),구포시장(0.0276),금강공원(0.0275),일광해수욕장(0.0263),흰여울문화마을(0.0210),낙동강하구에코센터(0.0187),회동수원지(0.0167),영도대교(0.0156),깡깡이예술마을(0.0133),벡스코(0.0132),금정산성(0.0110),더베이101(0.0073),구덕야영장(0.0059),영화의전당(0.0012),임랑해수욕장(0.0004),송도용궁구름다리(0.0003),송상현광장(-0.0014),야구등대(-0.0016),아홉산숲(-0.0036),부전마켓타운(-0.0036),부네치아(-0.0043),UN공원(-0.0093),감천문화마을(-0.0114),국제시장(-0.0187),비프광장(-0.0212),강서체육공원(-0.0313),부산어촌민속관(-0.0398),황령산(-0.0409),용호만유람선(-0.0423),아미르공원(-0.0470),누리마루(-0.0483),부산박물관(-0.0497),부산치유의숲(-0.0522),삼락생태공원(-0.0526),을숙도(-0.0636),남항대교(-0.0653),초량이바구길(-0.0655),송도해수욕장(-0.0680),보수동책방골목(-0.0747),맥도생태공원(-0.0806),절영해안산책로(-0.0848),동래읍성(-0.0849),서동미로시장(-0.0891),이기대도시자연공원(-0.0961),자갈치시장(-0.1160),사상인디스테이션(-0.1320),아미산전망대(-0.1477),다대포해수욕장(-0.1494),범어사(-0.1659),장안사(-0.2218)
부산항대교,구덕운동장(0.2033),강서체육공원(0.1950),남항대교(0.1826),동래온천(0.1593),호천마을(0.1580),아미산전망대(0.1500),장산(0.1380),구덕야영장(0.1372),광안대교(0.1200),광안대교sup(0.0939),낙동강하구에코센터(0.0884),초량이바구길(0.0842),아홉산숲(0.0815),오륙도스카이워크(0.0773),국립해양박물관(0.0749),화명생태공원(0.0719),부산어촌민속관(0.0717),누리마루(0.0681),송상현광장(0.0661),대저생태공원(0.0638),부네치아(0.0624),성지곡수원지(0.0577),비프광장(0.0569),용호만유람선(0.0567),사상인디스테이션(0.0542),송도용궁구름다리(0.0532),금정산성(0.0516),다대포꿈의낙조분수(0.0514),감천문화마을(0.0483),자갈치시장(0.0482),안데르센동화마을(0.0427),황령산(0.0425),부산프리미엄아울렛(0.0369),삼락생태공원(0.0296),맥도생태공원(0.0290),회동수원지(0.0266),서동미로시장(0.0201),금강공원(0.0161),임랑해수욕장(0.0128),벡스코(0.0099),송도해수욕장(0.0095),태종대(0.0036),일광해수욕장(0.0031),전포카페거리(-0.0005),동아대석당박물관(-0.0049),상해거리(-0.0114),을숙도(-0.0134),해운대블루라인파크(-0.0160),영도대교(-0.0164),송정해수욕장(-0.0188),아미르공원(-0.0281),깡깡이예술마을(-0.0315),이기대도시자연공원(-0.0340),용두산공원(-0.0372),야구등대(-0.0395),부산치유의숲(-0.0401),영화의전당(-0.0414),보수동책방골목(-0.0442),국제시장(-0.0514),부산박물관(-0.0600),구포시장(-0.0620),부전마켓타운(-0.0765),문화빙상센터(-0.0933),흰여울문화마을(-0.0973),다대포해수욕장(-0.0991),장안사(-0.0998),더베이101(-0.1002),절영해안산책로(-0.1091),UN공원(-0.1187),범어사(-0.1191),해운대해수욕장(-0.2173),동래읍성(-0.2318)
부전마켓타운,구포시장(0.4624),국제시장(0.3061),서동미로시장(0.2206),자갈치시장(0.1756),남항대교(0.1212),용두산공원(0.0901),다대포꿈의낙조분수(0.0887),전포카페거리(0.0721),성지곡수원지(0.0709),부산박물관(0.0697),낙동강하구에코센터(0.0679),송정해수욕장(0.0675),맥도생태공원(0.0618),화명생태공원(0.0613),범어사(0.0602),동래읍성(0.0602),태종대(0.0537),대저생태공원(0.0520),이기대도시자연공원(0.0513),더베이101(0.0504),흰여울문화마을(0.0413),누리마루(0.0308),절영해안산책로(0.0307),동래온천(0.0279),깡깡이예술마을(0.0262),구덕야영장(0.0250),비프광장(0.0229),오륙도스카이워크(0.0215),삼락생태공원(0.0127),UN공원(0.0119),을숙도(0.0108),광안대교(0.0093),황령산(0.0086),영도대교(0.0080),금강공원(0.0021),아홉산숲(0.0014),장안사(-0.0027),부산프리미엄아울렛(-0.0036),장산(-0.0108),임랑해수욕장(-0.0117),사상인디스테이션(-0.0139),부산치유의숲(-0.0144),용호만유람선(-0.0146),강서체육공원(-0.0146),회동수원지(-0.0153),부네치아(-0.0171),송도해수욕장(-0.0180),야구등대(-0.0192),벡스코(-0.0196),구덕운동장(-0.0203),문화빙상센터(-0.0245),영화의전당(-0.0298),동아대석당박물관(-0.0322),해운대해수욕장(-0.0414),금정산성(-0.0419),안데르센동화마을(-0.0510),아미르공원(-0.0575),초량이바구길(-0.0631),일광해수욕장(-0.0659),감천문화마을(-0.0660),광안대교sup(-0.0672),부산항대교(-0.0765),송도용궁구름다리(-0.0776),해운대블루라인파크(-0.0894),보수동책방골목(-0.1067),상해거리(-0.1096),아미산전망대(-0.1199),국립해양박물관(-0.1234),다대포해수욕장(-0.1276),호천마을(-0.1332),부산어촌민속관(-0.1424),송상현광장(-0.1462)
비프광장,국제시장(0.2735),구포시장(0.2005),서동미로시장(0.1193),오륙도스카이워크(0.1168),전포카페거리(0.1092),대저생태공원(0.1085),송상현광장(0.1052),성지곡수원지(0.0996),상해거리(0.0986),자갈치시장(0.0981),태종대(0.0974),벡스코(0.0923),아미르공원(0.0851),구덕야영장(0.0807),초량이바구길(0.0788),금강공원(0.0777),동아대석당박물관(0.0774),흰여울문화마을(0.0757),송도용궁구름다리(0.0643),부산박물관(0.0621),사상인디스테이션(0.0587),부산항대교(0.0569),해운대해수욕장(0.0521),부산치유의숲(0.0488),금정산성(0.0433),맥도생태공원(0.0418),송도해수욕장(0.0408),보수동책방골목(0.0382),광안대교(0.0315),영화의전당(0.0305),삼락생태공원(0.0285),아홉산숲(0.0235),부전마켓타운(0.0229),더베이101(0.0185),UN공원(0.0176),다대포해수욕장(0.0151),호천마을(0.0121),부네치아(0.0102),국립해양박물관(0.0086),구덕운동장(0.0049),아미산전망대(0.0020),황령산(0.0003),송정해수욕장(-0.0014),동래온천(-0.0044),화명생태공원(-0.0051),안데르센동화마을(-0.0055),을숙도(-0.0057),장산(-0.0060),일광해수욕장(-0.0070),강서체육공원(-0.0103),이기대도시자연공원(-0.0104),깡깡이예술마을(-0.0125),부산프리미엄아울렛(-0.0212),야구등대(-0.0229),부산어촌민속관(-0.0269),영도대교(-0.0280),다대포꿈의낙조분수(-0.0291),누리마루(-0.0372),광안대교sup(-0.0439),용두산공원(-0.0458),해운대블루라인파크(-0.0463),남항대교(-0.0515),임랑해수욕장(-0.0585),낙동강하구에코센터(-0.0606),문화빙상센터(-0.0660),감천문화마을(-0.0746),용호만유람선(-0.0764),범어사(-0.0994),장안사(-0.1051),회동수원지(-0.1170),동래읍성(-0.1232),절영해안산책로(-0.1504)
사상인디스테이션,누리마루(0.4244),부산어촌민속관(0.3379),깡깡이예술마을(0.3133),감천문화마을(0.2701),부네치아(0.2466),부산박물관(0.2462),대저생태공원(0.2312),보수동책방골목(0.2049),부산치유의숲(0.2022),초량이바구길(0.1967),이기대도시자연공원(0.1905),다대포해수욕장(0.1794),흰여울문화마을(0.1772),아미산전망대(0.1763),해운대블루라인파크(0.1557),절영해안산책로(0.1513),을숙도(0.1513),강서체육공원(0.1509),동아대석당박물관(0.1478),국립해양박물관(0.1366),야구등대(0.1278),태종대(0.1248),문화빙상센터(0.1236),더베이101(0.1209),안데르센동화마을(0.1180),벡스코(0.1172),회동수원지(0.1002),용호만유람선(0.0998),오륙도스카이워크(0.0975),아홉산숲(0.0934),UN공원(0.0914),전포카페거리(0.0904),다대포꿈의낙조분수(0.0883),영도대교(0.0779),광안대교(0.0698),자갈치시장(0.0669),성지곡수원지(0.0613),비프광장(0.0587),송도용궁구름다리(0.0584),맥도생태공원(0.0576),아미르공원(0.0574),장안사(0.0562),구덕운동장(0.0559),부산항대교(0.0542),구덕야영장(0.0541),서동미로시장(0.0522),금정산성(0.0489),송도해수욕장(0.0392),임랑해수욕장(0.0371),화명생태공원(0.0349),구포시장(0.0322),장산(0.0237),국제시장(0.0231),범어사(0.0211),광안대교sup(0.0210),용두산공원(0.0198),상해거리(0.0183),삼락생태공원(0.0022),동래온천(0.0005),남항대교(0.0002),영화의전당(-0.0097),낙동강하구에코센터(-0.0124),부전마켓타운(-0.0139),금강공원(-0.0168),송정해수욕장(-0.0179),송상현광장(-0.0219),동래읍성(-0.0327),황령산(-0.0356),호천마을(-0.0578),해운대해수욕장(-0.0667),일광해수욕장(-0.0892),부산프리미엄아울렛(-0.1320)
삼락생태공원,맥도생태공원(0.5003),아미르공원(0.3147),을숙도(0.2770),화명생태공원(0.2595),대저생태공원(0.1628),구덕야영장(0.1456),태종대(0.1258),강서체육공원(0.1223),누리마루(0.1138),부산어촌민속관(0.1137),국립해양박물관(0.1100),낙동강하구에코센터(0.0908),흰여울문화마을(0.0882),안데르센동화마을(0.0731),구포시장(0.0672),다대포해수욕장(0.0643),용호만유람선(0.0630),국제시장(0.0616),부네치아(0.0608),벡스코(0.0599),자갈치시장(0.0581),용두산공원(0.0564),더베이101(0.0502),송상현광장(0.0456),보수동책방골목(0.0428),아미산전망대(0.0427),장산(0.0420),상해거리(0.0394),구덕운동장(0.0363),초량이바구길(0.0328),문화빙상센터(0.0307),전포카페거리(0.0303),부산항대교(0.0296),비프광장(0.0285),금강공원(0.0279),감천문화마을(0.0273),호천마을(0.0250),동래온천(0.0210),영도대교(0.0189),장안사(0.0180),부전마켓타운(0.0127),동래읍성(0.0047),사상인디스테이션(0.0022),영화의전당(0.0011),서동미로시장(0.0001),범어사(-0.0015),임랑해수욕장(-0.0052),UN공원(-0.0057),깡깡이예술마을(-0.0117),오륙도스카이워크(-0.0199),황령산(-0.0239),광안대교sup(-0.0418),회동수원지(-0.0430),성지곡수원지(-0.0451),부산박물관(-0.0470),부산프리미엄아울렛(-0.0526),남항대교(-0.0561),광안대교(-0.0565),이기대도시자연공원(-0.0594),아홉산숲(-0.0600),송도용궁구름다리(-0.0628),절영해안산책로(-0.0677),동아대석당박물관(-0.0699),해운대블루라인파크(-0.0751),부산치유의숲(-0.0782),금정산성(-0.0817),야구등대(-0.0827),다대포꿈의낙조분수(-0.0842),송정해수욕장(-0.0975),송도해수욕장(-0.1208),일광해수욕장(-0.1325),해운대해수욕장(-0.1493)
상해거리,태종대(0.1438),장안사(0.1428),범어사(0.1327),동래읍성(0.1178),비프광장(0.0986),송상현광장(0.0980),맥도생태공원(0.0898),금정산성(0.0859),화명생태공원(0.0833),송정해수욕장(0.0785),오륙도스카이워크(0.0740),초량이바구길(0.0684),국립해양박물관(0.0665),해운대해수욕장(0.0579),용호만유람선(0.0543),벡스코(0.0527),부네치아(0.0490),대저생태공원(0.0418),안데르센동화마을(0.0408),광안대교sup(0.0397),삼락생태공원(0.0394),전포카페거리(0.0372),을숙도(0.0364),부산프리미엄아울렛(0.0333),영도대교(0.0316),구포시장(0.0300),용두산공원(0.0213),사상인디스테이션(0.0183),일광해수욕장(0.0180),이기대도시자연공원(0.0155),장산(0.0155),동아대석당박물관(0.0132),아미르공원(0.0127),다대포해수욕장(0.0091),남항대교(0.0066),부산박물관(0.0053),광안대교(0.0008),문화빙상센터(-0.0031),아홉산숲(-0.0044),송도해수욕장(-0.0072),부산항대교(-0.0114),호천마을(-0.0127),야구등대(-0.0142),동래온천(-0.0144),더베이101(-0.0150),흰여울문화마을(-0.0219),해운대블루라인파크(-0.0229),부산어촌민속관(-0.0255),다대포꿈의낙조분수(-0.0310),구덕운동장(-0.0313),회동수원지(-0.0314),깡깡이예술마을(-0.0349),강서체육공원(-0.0350),영화의전당(-0.0353),누리마루(-0.0377),감천문화마을(-0.0421),아미산전망대(-0.0449),황령산(-0.0461),금강공원(-0.0503),절영해안산책로(-0.0506),UN공원(-0.0522),성지곡수원지(-0.0585),낙동강하구에코센터(-0.0600),임랑해수욕장(-0.0668),서동미로시장(-0.0761),보수동책방골목(-0.0814),송도용궁구름다리(-0.0866),자갈치시장(-0.0917),부전마켓타운(-0.1096),국제시장(-0.1603),부산치유의숲(-0.1633),구덕야영장(-0.1647)
서동미로시장,구포시장(0.2846),부전마켓타운(0.2206),국제시장(0.1715),강서체육공원(0.1631),자갈치시장(0.1435),이기대도시자연공원(0.1423),누리마루(0.1308),금정산성(0.1228),비프광장(0.1193),장안사(0.1062),송정해수욕장(0.0951),성지곡수원지(0.0869),태종대(0.0869),회동수원지(0.0860),더베이101(0.0850),화명생태공원(0.0848),깡깡이예술마을(0.0846),장산(0.0821),대저생태공원(0.0790),부산치유의숲(0.0787),초량이바구길(0.0780),오륙도스카이워크(0.0770),맥도생태공원(0.0769),아홉산숲(0.0677),보수동책방골목(0.0651),국립해양박물관(0.0620),벡스코(0.0551),사상인디스테이션(0.0522),다대포해수욕장(0.0470),황령산(0.0402),아미르공원(0.0327),해운대블루라인파크(0.0326),흰여울문화마을(0.0283),동아대석당박물관(0.0281),용두산공원(0.0271),임랑해수욕장(0.0270),부산박물관(0.0202),부산항대교(0.0201),아미산전망대(0.0131),야구등대(0.0089),구덕운동장(0.0071),다대포꿈의낙조분수(0.0010),삼락생태공원(0.0001),부산어촌민속관(-0.0000),일광해수욕장(-0.0008),영도대교(-0.0034),낙동강하구에코센터(-0.0057),동래읍성(-0.0071),절영해안산책로(-0.0109),동래온천(-0.0112),문화빙상센터(-0.0130),구덕야영장(-0.0148),전포카페거리(-0.0203),송도해수욕장(-0.0248),광안대교sup(-0.0326),범어사(-0.0354),안데르센동화마을(-0.0440),금강공원(-0.0532),해운대해수욕장(-0.0535),부네치아(-0.0667),상해거리(-0.0761),을숙도(-0.0854),부산프리미엄아울렛(-0.0891),UN공원(-0.0904),감천문화마을(-0.0911),송도용궁구름다리(-0.0926),송상현광장(-0.1063),남항대교(-0.1189),영화의전당(-0.1225),용호만유람선(-0.1415),광안대교(-0.1732),호천마을(-0.2019)
성지곡수원지,회동수원지(0.4900),장산(0.3212),안데르센동화마을(0.1968),금강공원(0.1704),구덕야영장(0.1643),부산치유의숲(0.1545),구포시장(0.1495),범어사(0.1425),부네치아(0.1409),더베이101(0.1354),구덕운동장(0.1246),국제시장(0.1202),UN공원(0.1144),장안사(0.1132),황령산(0.1131),동래온천(0.1100),일광해수욕장(0.1074),광안대교(0.1060),비프광장(0.0996),아미산전망대(0.0969),낙동강하구에코센터(0.0955),문화빙상센터(0.0936),자갈치시장(0.0932),깡깡이예술마을(0.0884),서동미로시장(0.0869),벡스코(0.0859),보수동책방골목(0.0818),아홉산숲(0.0723),부전마켓타운(0.0709),을숙도(0.0694),사상인디스테이션(0.0613),송도용궁구름다리(0.0611),감천문화마을(0.0610),부산항대교(0.0577),야구등대(0.0540),강서체육공원(0.0527),영화의전당(0.0494),부산프리미엄아울렛(0.0487),부산박물관(0.0336),광안대교sup(0.0237),영도대교(0.0214),흰여울문화마을(0.0198),해운대블루라인파크(0.0167),다대포꿈의낙조분수(0.0144),용호만유람선(0.0102),금정산성(0.0085),전포카페거리(-0.0026),호천마을(-0.0043),용두산공원(-0.0060),동래읍성(-0.0068),초량이바구길(-0.0070),동아대석당박물관(-0.0104),아미르공원(-0.0109),해운대해수욕장(-0.0130),부산어촌민속관(-0.0149),송상현광장(-0.0271),맥도생태공원(-0.0277),다대포해수욕장(-0.0287),국립해양박물관(-0.0299),삼락생태공원(-0.0451),남항대교(-0.0527),송도해수욕장(-0.0529),화명생태공원(-0.0584),상해거리(-0.0585),이기대도시자연공원(-0.0693),송정해수욕장(-0.0770),누리마루(-0.0777),오륙도스카이워크(-0.1091),대저생태공원(-0.1158),절영해안산책로(-0.1297),임랑해수욕장(-0.1318),태종대(-0.1352)
송도용궁구름다리,태종대(0.2433),아미르공원(0.1521),이기대도시자연공원(0.1322),오륙도스카이워크(0.1207),낙동강하구에코센터(0.1202),보수동책방골목(0.0868),감천문화마을(0.0834),황령산(0.0767),부산어촌민속관(0.0754),흰여울문화마을(0.0735),UN공원(0.0698),비프광장(0.0643),구덕운동장(0.0633),성지곡수원지(0.0611),사상인디스테이션(0.0584),호천마을(0.0538),부산항대교(0.0532),광안대교sup(0.0469),송상현광장(0.0428),강서체육공원(0.0412),더베이101(0.0377),국제시장(0.0370),동래온천(0.0343),누리마루(0.0329),임랑해수욕장(0.0324),국립해양박물관(0.0311),영화의전당(0.0282),송도해수욕장(0.0254),문화빙상센터(0.0239),안데르센동화마을(0.0238),맥도생태공원(0.0238),용호만유람선(0.0234),송정해수욕장(0.0228),회동수원지(0.0226),아홉산숲(0.0199),광안대교(0.0189),다대포꿈의낙조분수(0.0185),아미산전망대(0.0169),부산치유의숲(0.0140),범어사(0.0122),깡깡이예술마을(0.0078),영도대교(0.0057),벡스코(0.0025),동래읍성(0.0019),부산프리미엄아울렛(0.0003),해운대해수욕장(-0.0042),전포카페거리(-0.0042),장안사(-0.0062),절영해안산책로(-0.0118),장산(-0.0207),해운대블루라인파크(-0.0213),금정산성(-0.0221),금강공원(-0.0291),초량이바구길(-0.0356),대저생태공원(-0.0486),일광해수욕장(-0.0541),구덕야영장(-0.0558),야구등대(-0.0577),다대포해수욕장(-0.0594),삼락생태공원(-0.0628),구포시장(-0.0756),동아대석당박물관(-0.0764),부전마켓타운(-0.0776),화명생태공원(-0.0803),부네치아(-0.0853),상해거리(-0.0866),을숙도(-0.0891),자갈치시장(-0.0905),서동미로시장(-0.0926),용두산공원(-0.1281),부산박물관(-0.1423),남항대교(-0.1636)
송도해수욕장,해운대해수욕장(0.3960),일광해수욕장(0.3402),남항대교(0.2477),임랑해수욕장(0.2376),다대포해수욕장(0.2370),야구등대(0.2200),송정해수욕장(0.1904),흰여울문화마을(0.1744),송상현광장(0.1593),태종대(0.1566),구덕운동장(0.1199),국립해양박물관(0.1039),절영해안산책로(0.0871),용호만유람선(0.0808),해운대블루라인파크(0.0802),오륙도스카이워크(0.0491),비프광장(0.0408),사상인디스테이션(0.0392),장안사(0.0385),누리마루(0.0380),범어사(0.0315),다대포꿈의낙조분수(0.0298),영도대교(0.0279),동아대석당박물관(0.0264),송도용궁구름다리(0.0254),안데르센동화마을(0.0228),금정산성(0.0222),대저생태공원(0.0191),구덕야영장(0.0131),동래온천(0.0097),부산항대교(0.0095),낙동강하구에코센터(0.0094),더베이101(0.0072),문화빙상센터(0.0024),회동수원지(0.0001),부산박물관(-0.0060),벡스코(-0.0071),상해거리(-0.0072),광안대교sup(-0.0078),부네치아(-0.0102),자갈치시장(-0.0126),아미르공원(-0.0134),부전마켓타운(-0.0180),깡깡이예술마을(-0.0183),용두산공원(-0.0190),부산어촌민속관(-0.0210),서동미로시장(-0.0248),강서체육공원(-0.0299),영화의전당(-0.0316),구포시장(-0.0327),국제시장(-0.0383),금강공원(-0.0419),화명생태공원(-0.0488),성지곡수원지(-0.0529),맥도생태공원(-0.0540),아홉산숲(-0.0570),부산프리미엄아울렛(-0.0680),동래읍성(-0.0712),보수동책방골목(-0.0755),아미산전망대(-0.0898),UN공원(-0.0967),호천마을(-0.0995),을숙도(-0.1015),감천문화마을(-0.1029),전포카페거리(-0.1051),삼락생태공원(-0.1208),부산치유의숲(-0.1233),광안대교(-0.1305),초량이바구길(-0.1619),황령산(-0.2240),장산(-0.2360),이기대도시자연공원(-0.2402)
송상현광장,화명생태공원(0.2446),아미르공원(0.1602),송도해수욕장(0.1593),용두산공원(0.1344),영화의전당(0.1299),다대포꿈의낙조분수(0.1251),흰여울문화마을(0.1068),비프광장(0.1052),상해거리(0.0980),오륙도스카이워크(0.0915),동래온천(0.0891),구덕운동장(0.0887),용호만유람선(0.0830),UN공원(0.0827),대저생태공원(0.0797),부산항대교(0.0661),안데르센동화마을(0.0640),동아대석당박물관(0.0590),아미산전망대(0.0590),벡스코(0.0513),삼락생태공원(0.0456),전포카페거리(0.0435),송도용궁구름다리(0.0428),해운대블루라인파크(0.0420),영도대교(0.0412),문화빙상센터(0.0401),다대포해수욕장(0.0384),해운대해수욕장(0.0222),부네치아(0.0135),구덕야영장(0.0124),맥도생태공원(0.0116),깡깡이예술마을(0.0049),부산어촌민속관(0.0030),국립해양박물관(-0.0014),부산프리미엄아울렛(-0.0014),회동수원지(-0.0045),동래읍성(-0.0089),누리마루(-0.0108),호천마을(-0.0139),남항대교(-0.0161),부산박물관(-0.0169),사상인디스테이션(-0.0219),더베이101(-0.0226),성지곡수원지(-0.0271),광안대교sup(-0.0283),아홉산숲(-0.0289),감천문화마을(-0.0297),낙동강하구에코센터(-0.0347),송정해수욕장(-0.0445),자갈치시장(-0.0493),강서체육공원(-0.0544),광안대교(-0.0662),태종대(-0.0719),보수동책방골목(-0.0848),금강공원(-0.0959),야구등대(-0.0998),초량이바구길(-0.1013),서동미로시장(-0.1063),절영해안산책로(-0.1121),장안사(-0.1134),일광해수욕장(-0.1293),금정산성(-0.1303),국제시장(-0.1372),임랑해수욕장(-0.1439),부전마켓타운(-0.1462),범어사(-0.1568),부산치유의숲(-0.1596),황령산(-0.1712),장산(-0.1721),구포시장(-0.1887),을숙도(-0.2248),이기대도시자연공원(-0.2699)
송정해수욕장,해운대해수욕장(0.3670),임랑해수욕장(0.3609),일광해수욕장(0.2412),송도해수욕장(0.1904),다대포해수욕장(0.1656),태종대(0.1194),서동미로시장(0.0951),구포시장(0.0848),광안대교sup(0.0817),상해거리(0.0785),아미산전망대(0.0771),전포카페거리(0.0711),부전마켓타운(0.0675),흰여울문화마을(0.0671),초량이바구길(0.0643),장안사(0.0641),부산박물관(0.0441),아미르공원(0.0416),구덕야영장(0.0323),동래온천(0.0316),부산프리미엄아울렛(0.0290),다대포꿈의낙조분수(0.0276),송도용궁구름다리(0.0228),범어사(0.0224),구덕운동장(0.0207),낙동강하구에코센터(0.0197),더베이101(0.0113),동아대석당박물관(0.0096),대저생태공원(0.0084),이기대도시자연공원(0.0052),국립해양박물관(0.0046),해운대블루라인파크(0.0032),아홉산숲(0.0029),비프광장(-0.0014),누리마루(-0.0022),부산치유의숲(-0.0042),화명생태공원(-0.0103),감천문화마을(-0.0119),영도대교(-0.0150),강서체육공원(-0.0167),사상인디스테이션(-0.0179),영화의전당(-0.0181),부산항대교(-0.0188),용두산공원(-0.0202),보수동책방골목(-0.0266),야구등대(-0.0268),절영해안산책로(-0.0279),오륙도스카이워크(-0.0342),송상현광장(-0.0445),UN공원(-0.0452),동래읍성(-0.0665),깡깡이예술마을(-0.0683),을숙도(-0.0719),성지곡수원지(-0.0770),부네치아(-0.0878),금정산성(-0.0899),국제시장(-0.0912),자갈치시장(-0.0927),삼락생태공원(-0.0975),문화빙상센터(-0.1001),호천마을(-0.1024),남항대교(-0.1052),금강공원(-0.1079),부산어촌민속관(-0.1091),벡스코(-0.1275),안데르센동화마을(-0.1304),장산(-0.1483),맥도생태공원(-0.1624),광안대교(-0.1780),회동수원지(-0.1856),용호만유람선(-0.2067),황령산(-0.2333)
