ds,yhat,관광지명
2025-08-01,0.18821998953996963,사상인디스테이션
2025-09-01,0.16133614011900854,사상인디스테이션
2025-10-01,0.18832512125054054,사상인디스테이션
2025-11-01,0.19691539389494503,사상인디스테이션
2025-12-01,0.0912445647621825,사상인디스테이션
2025-01-01,1.0606370858069458,감천문화마을
2025-02-01,1.1540414907488934,감천문화마을
2025-03-01,0.8517879472269239,감천문화마을
2025-04-01,0.9187208663276866,감천문화마을
2025-05-01,0.8897820013818873,감천문화마을
2025-06-01,0.8806858293580517,감천문화마을
2025-07-01,0.8817614976642726,감천문화마을
2025-08-01,0.8986568146041152,감천문화마을
2025-09-01,0.863595713863163,감천문화마을
2025-10-01,0.928841739052197,감천문화마을
2025-11-01,0.8808867493309411,감천문화마을
2025-12-01,0.888572095245297,감천문화마을
2025-01-01,0.6772095508171491,부네치아
2025-02-01,0.8816103925791371,부네치아
2025-03-01,0.832437387985559,부네치아
2025-04-01,0.8583469500352859,부네치아
2025-05-01,0.8110108007295251,부네치아
2025-06-01,0.7552759677749398,부네치아
2025-07-01,0.7606374648244979,부네치아
2025-08-01,0.670662305722321,부네치아
2025-09-01,0.6440029984599488,부네치아
2025-10-01,0.7142701198706262,부네치아
2025-11-01,0.7111511287796236,부네치아
2025-12-01,0.6843594353632578,부네치아
2025-01-01,0.36248593451911887,아미산전망대
2025-02-01,0.6957316709080854,아미산전망대
2025-03-01,0.6317934731187602,아미산전망대
2025-04-01,0.5482358120297227,아미산전망대
2025-05-01,0.44049570404438804,아미산전망대
2025-06-01,0.30996927512271916,아미산전망대
2025-07-01,0.13094847403550552,아미산전망대
2025-08-01,0.11663371607853634,아미산전망대
2025-09-01,0.3229150938629697,아미산전망대
2025-10-01,0.38469461918406395,아미산전망대
2025-11-01,0.5073589157048444,아미산전망대
2025-12-01,0.5943136462732558,아미산전망대
2025-01-01,0.0864742722665803,다대포해수욕장
2025-02-01,0.13159950244411275,다대포해수욕장
2025-03-01,0.1434848625037685,다대포해수욕장
2025-04-01,0.13966957723297327,다대포해수욕장
2025-05-01,0.1241602559480684,다대포해수욕장
2025-06-01,0.12073031866686915,다대포해수욕장
2025-07-01,0.13884397212523616,다대포해수욕장
2025-08-01,0.12057081358047725,다대포해수욕장
2025-09-01,0.1166815341102049,다대포해수욕장
2025-10-01,0.13185656586376038,다대포해수욕장
2025-11-01,0.1440471096359165,다대포해수욕장
2025-12-01,0.133927572027762,다대포해수욕장
2025-01-01,0.45558812828510764,다대포낙조분수
2025-02-01,0.2985441553909936,다대포낙조분수
2025-03-01,0.38058551279163894,다대포낙조분수
2025-04-01,0.5825929820751408,다대포낙조분수
2025-05-01,0.6743645165646389,다대포낙조분수
2025-06-01,0.6462548522455565,다대포낙조분수
2025-07-01,0.5406037755625596,다대포낙조분수
2025-08-01,0.5850459994930131,다대포낙조분수
2025-09-01,0.6820507131241241,다대포낙조분수
2025-10-01,0.5273744552076545,다대포낙조분수
2025-11-01,0.3169664983952443,다대포낙조분수
2025-12-01,0.35002357478073826,다대포낙조분수
2025-01-01,0.34993837955639057,을숙도
2025-02-01,0.2571782212494733,을숙도
2025-03-01,0.5354057323520385,을숙도
2025-04-01,0.5319651619543938,을숙도
2025-05-01,0.4911870073785424,을숙도
2025-06-01,0.41246643244148085,을숙도
2025-07-01,0.3693978416485206,을숙도
2025-08-01,0.34438012964946096,을숙도
2025-09-01,0.4945490865728285,을숙도
2025-10-01,0.5075742002827263,을숙도
2025-11-01,0.48990983826735873,을숙도
2025-12-01,0.3827531849296232,을숙도
2025-01-01,0.24465074735057415,낙동강에코센터
2025-02-01,0.05973676054717758,낙동강에코센터
2025-03-01,0.23447901469487145,낙동강에코센터
2025-04-01,0.3213743763175215,낙동강에코센터
2025-05-01,0.48427711535984785,낙동강에코센터
2025-06-01,0.4319132454718261,낙동강에코센터
2025-07-01,0.31104323187035376,낙동강에코센터
2025-08-01,0.2323317678920667,낙동강에코센터
2025-09-01,0.352373684852968,낙동강에코센터
2025-10-01,0.36960570109673974,낙동강에코센터
2025-11-01,0.6075413588158083,낙동강에코센터
2025-12-01,0.5242913850717168,낙동강에코센터
2025-01-01,0.18370295576258777,송도해수욕장
2025-02-01,0.2286632236384509,송도해수욕장
2025-03-01,0.19860567946672714,송도해수욕장
2025-04-01,0.2295462384685752,송도해수욕장
2025-05-01,0.2362145660069744,송도해수욕장
2025-06-01,0.24330013472585907,송도해수욕장
2025-07-01,0.290587577768473,송도해수욕장
2025-08-01,0.28962634015744965,송도해수욕장
2025-09-01,0.23812773885925592,송도해수욕장
2025-10-01,0.24344284464189042,송도해수욕장
2025-11-01,0.24548211662298175,송도해수욕장
2025-12-01,0.22455876683920453,송도해수욕장
2025-01-01,4.987247119543108,송도용궁구름다리
2025-02-01,3.2522498599497114,송도용궁구름다리
2025-03-01,4.54369320502232,송도용궁구름다리
2025-04-01,4.220108487666632,송도용궁구름다리
